entrancia_id;regioes_id;contrib_id;tabeliao_id;substituto_id;cnpj;naoCNPJ;cei;codTJ;codCNJ;;nome;nomeFantasia;nomeResumido;endCep;arrAtividades;endNumero;endCidade;telefone1;telefone2;telefone2_whatsapp;email;endLogradouro;endBairro;formaCobranca;ativo;altUsuario;cadAnalise;encontradoTJ;emAcordo;retencaoTJ;pgRetencaoTJ
124;220;1;191;;23.531.100/0000-00;1;;325;18.27-5;;CARTÓRIO REG. CIVIL DA 5ª ZONA;CARTÓRIO BOTELHO;CARTÓRIO BOTELHO;29;29;;2304400;(85) 3264-1159;;0;contato@cartoriobotelho.com.br;AV.DESEMBARGADOR MOREIRA, 1000. B;ALDEOTA;2;Sim;6;0;1;0;1;1
124;220;1;192;7;6.573.830/0000-00;1;;361;20.37-0;;CARTÓRIO REG. CIVIL DIST. PARANGABA;CARTÓRIO CAVALCANTI FILHO;CARTÓRIO CAVALCANTI FILHO;29;29;;2304400;(85) 3245-1908;(85) 9 8567-7318;0;cartoriocavalcantifilho@hotmail.com;RUA SETE DE SETEMBRO, 209;PARANGABA;2;Sim;6;0;1;0;1;1
124;220;1;193;;6.618.950/0000-00;1;;363;18.50-7;;CARTÓRIO REG. CIVIL DIST. MESSEJANA;CARTÓRIO DE MESSEJANA - SERVIÇO REGISTRAL DE MESSEJANA;CARTÓRIO DE MESSEJANA - SERVIÇO REGISTRAL DE MESSEJANA;29;29;;2304400;(85) 3474-0510;;0;cartoriomessejana@veloxmail.com.br;RUA CEL. JOAQUIM BEZERRA, 79;MESSEJANA;2;Sim;6;0;1;0;1;0
124;220;1;631;;36.656.900/0000-00;1;;365;20.81-8;;CARTÓRIO REG. CIVIL DIST. MUCURIPE;CARTÓRIO DE MUCURIPE;CARTÓRIO DE MUCURIPE;29;29;;2304400;(85) 3085-9379;;0;atendimento@cartoriomucuripe.com.br;AVENIDA DA ABOLIÇÃO, 3220;MEIRELES;2;Sim;11;0;1;0;1;0
124;220;1;716;;74.189.900/0000-00;1;;364;18.51-5;;CARTÓRIO REG. CIVIL DIST. MONDUBIM;CARTÓRIO DO REGISTRO CIVIL DE MONDUBIM;CARTÓRIO DO REGISTRO CIVIL DE MONDUBIM;29;29;;2304400;(85) 3467-0769;(85) 3296-2821;0;cartoriodemondubim@hotmail.com.br;RUA CLEMENTE SILVA, 251. A;MARAPONGA;2;Sim;8;0;1;0;1;1
124;220;1;196;;6.619.000/0000-00;1;;322;20.75-0;;CARTÓRIO REG. CIVIL DA 2ª ZONA;CARTÓRIO JEREISSATI;CARTÓRIO JEREISSATI;29;29;;2304400;(85) 3231-2353;;0;cartoriojereissati@outlook.com;RUA MAJOR FACUNDO, 709;CENTRO;2;Sim;6;0;1;0;1;1
124;220;1;197;;6.572.990/0000-00;1;;321;20.42-0;;CARTÓRIO REG. CIVIL DA 1ª ZONA;CARTÓRIO JOÃO DE DEUS;CARTÓRIO JOÃO DE DEUS;29;29;;2304400;(85) 3226-8330;;0;cartoriojoaodedeus@yahoo.com.br;RUA MAJOR FACUNDO, 705;CENTRO;2;Sim;6;0;1;0;1;0
124;220;5;198;;6.619.020/0000-00;1;;324;19.99-2;;CARTÓRIO REG. CIVIL DA 4ª ZONA;CARTÓRIO MILFONT;CARTÓRIO MILFONT;29;29;;2304400;(85) 3226-4172;;0;cartorionoroesmilfont@yahoo.com.br;RUA CASTRO E SILVA, 38;CENTRO;2;Sim;6;0;1;0;0;0
124;220;1;199;8;6.589.640/0000-00;1;;323;20.39-6;;CARTÓRIO REG. CIVIL DA 3ª ZONA;CARTÓRIO V. MORAES;CARTÓRIO V. MORAES;29;29;;2304400;(85) 3231-4170;(85) 0 3231-4198;0;cartoriomoraesce@gmail.com;RUA CASTRO E SILVA, 121, Ljs. 97-101;CENTRO;2;Sim;7;0;1;0;1;0
124;220;4;200;;.212.457/0000-00;1;;310;15.51-1;;CARTÓRIO 10º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 10º OFÍCIO DE NOTAS - MOREIRA DE DEUS;FORTALEZA - CARTÓRIO 10º OFÍCIO DE NOTAS - MOREIRA DE DEUS;126;126;;2304400;(85) 3281-0090;;0;administrativo@cartoriomoreiradedeus.not.br;RUA CASIMIRO MONTENEGRO, 70;MONTE CASTELO;2;Sim;6;0;1;0;0;1
124;220;3;201;;6.573.550/0000-00;1;;341;20.71-9;;CARTÓRIO REG. IMÓVEIS 1ª ZONA;FORTALEZA - CARTÓRIO 1ª ZONA REG. IMÓVEIS;FORTALEZA - CARTÓRIO 1ª ZONA REG. IMÓVEIS;25;25;;2304400;(85) 3261-7101;;0;oficio01@gmail.com;AV. ANTONIO SALES, 2187. 10 ANDAR - SL 1001;DIONISIO TORRES;2;Sim;7;0;1;0;0;1
124;220;3;202;;6.573.640/0000-00;1;;301;20.38-8;;CARTÓRIO 1º OFÍCIO DE NOTAS E PROTESTOS;FORTALEZA - CARTÓRIO 1º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 1º OFÍCIO DE NOTAS;126;126;;2304400;(85) 3462-6400;;0;firmas@1cartoriodefortaleza.com.br;AV. SANTOS DUMONT, 2677;ALDEOTA;2;Sim;6;0;1;0;0;1
124;220;4;203;;41.409.200/0000-00;1;;401;15.58-6;;CARTÓRIO 1º OFÍCIO DIST. DE PROTESTOS ESCRITURA;FORTALEZA - CARTÓRIO 1º OFÍCIO DIST. DE PROT - BARROS LEAL;FORTALEZA - CARTÓRIO 1º OFÍCIO DIST. DE PROT - BARROS LEAL;147;147;;2304400;(85) 3261-8585;;0;marcos@barrosleal.com.br mbl@barrosleal.com.br;RUA DR. JOSE LOURENCO, 870. SALA 613;ALDEOTA;2;Sim;6;0;1;0;0;1
124;220;3;204;;6.573.040/0000-00;1;;342;15.66-9;;CARTÓRIO REG. IMÓVEIS 2ª ZONA;FORTALEZA - CARTÓRIO 2ª ZONA REG DE IMOVEIS - ÁLVARO MELO;FORTALEZA - CARTÓRIO 2ª ZONA REG DE IMOVEIS - ÁLVARO MELO;25;25;;2304400;(85) 3052-1900;;0;cartorio@alvaromello.com.br c_rocha2000@yahoo.com.br;RUA DR.JOSÉ LOURENÇO, 870. SALA 101;ALDEOTA;2;Sim;6;0;1;0;0;1
20;220;4;205;;2.684.900/0000-00;1;;403;15.65-1;;CARTÓRIO 2o. OF. DE DISTRIBUIÇÃO DE PROTESTO DE TÍTULOS;2º OFÍCIO DE DISTRIBUIÇÃO de PROTESTOS DE TÍTULOS da COMARCA de FORTALEZA;FORTALEZA - CARTÓRIO 2º OF. DE DISTRIB DE PROT DE TÍTULOS;197;197;;2304400;(85) 3224-5656;(85) 9 8655-4605;0;oficiotwod@gmail.com;RUA DR. JOSÉ LOURENÇO, 870;ALDEOTA;2;Sim;6;0;1;0;0;1
124;220;3;206;;6.589.260/0000-00;1;;302;20.40-4;;CARTÓRIO 2º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 2º OFÍCIO DE NOTAS - CARTÓRIO MARTINS;FORTALEZA - CARTÓRIO 2º OFÍCIO DE NOTAS - CARTÓRIO MARTINS;126;126;;2304400;(85) 3273-5566;;0;cartoriomartins2@gmail.com;RUA ENGENHEIRO ANTÔNIO FERREIRA ANTERO, 470;ÁGUA FRIA;2;Sim;6;0;1;0;0;1
124;220;3;207;;6.572.990/0000-00;1;;303;20.41-2;;CARTÓRIO 3º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 3º OFÍCIO DE NOTAS - PERGENTINO MAIA;FORTALEZA - CARTÓRIO 3º OFÍCIO DE NOTAS - PERGENTINO MAIA;126;126;;2304400;(85) 3304-9444;;0;bernardomaia@hotmail.com pergentinomaiartd@gmail.com;AV. PADRE ANTONIO TOMAS, 920;ALDEOTA;2;Sim;6;0;1;0;0;1
124;220;3;208;;6.573.510/0000-00;1;;343;15.71-9;;CARTÓRIO REG. IMÓVEIS 3ª ZONA;FORTALEZA - CARTÓRIO 3º OFÍCIO DE REGISTRO DE IMÓVEIS DE FORTALEZA;FORTALEZA - CARTÓRIO 3º OFÍCIO DE REGISTRO DE IMÓVEIS DE FORTALEZA;25;25;;2304400;(85) 3261-7977;;0;torifortaleza@gmail.com;RUA  JOAQUIM NABUCO, 2336;DIONISIO TORRES;2;Sim;7;0;1;0;0;1
124;220;3;209;;23.443.600/0000-00;1;;344;19.17-4;;CARTÓRIO REG. IMÓVEIS 4ª ZONA;FORTALEZA - CARTÓRIO 4ª ZONA REG. IMÓVEIS - CARTÓRIO MIRANDA BEZERRA;FORTALEZA - CARTÓRIO 4ª ZONA REG. IMÓVEIS - CARTÓRIO MIRANDA BEZERRA;25;25;;2304400;(85) 3224-6931;;0;cri4cartmbezerra@uol.com.br;RUA SILVA PAULET, 1180;ALDEOTA;2;Sim;6;0;1;0;0;1
124;220;3;210;;6.573.000/0000-00;1;;304;20.36-2;;CARTÓRIO 4º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 4º OFÍCIO DE NOTAS - MORAIS CORREIA;FORTALEZA - CARTÓRIO 4º OFÍCIO DE NOTAS - MORAIS CORREIA;126;126;;2304400;(85) 3464-5900;;0;chiquinho@moraiscorreia.com.br;RUA MAJOR FACUNDO, 676;CENTRO;2;Sim;6;0;1;0;0;1
124;220;3;211;;6.573.840/0000-00;1;;305;17.96-2;;CARTÓRIO 5º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 5º OFÍCIO DE NOTAS - OSSIAN ARARIPE;FORTALEZA - CARTÓRIO 5º OFÍCIO DE NOTAS - OSSIAN ARARIPE;126;126;;2304400;(85) 3231-9974;;0;contabil@cartorioararipe.com.br;RUA MAJOR FACUNDO, 673/9;CENTRO;2;Sim;6;0;1;0;0;1
124;220;3;212;;.204.749/0000-00;1;;345;15.73-5;;CARTÓRIO REG. IMOVEIS 5ª ZONA;FORTALEZA - CARTÓRIO 5º OFÍCIO DE REGISTRO DE IMÓVEIS DE FORTALEZA;FORTALEZA - CARTÓRIO 5º OFÍCIO DE REGISTRO DE IMÓVEIS DE FORTALEZA;25;25;;2304400;(85) 3219-5050;;0;cri5@cri5fortaleza.com.br rh@cri5fortaleza.com.br lais.helena@cri5fortaleza.com.br;AV. BARAO DE STUDART, 330;MEIRELES;2;Sim;6;0;1;0;0;1
124;220;3;213;;6.573.030/0000-00;1;;306;15.76-8;;CARTÓRIO 6º OFÍCIO DE NOTAS PUBLICAS;FORTALEZA - CARTÓRIO 6º OFÍCIO DE NOTAS - CARTÓRIO MELO JÚNIOR;FORTALEZA - CARTÓRIO 6º OFÍCIO DE NOTAS - CARTÓRIO MELO JÚNIOR;126;126;;2304400;(85) 3252-2112;;0;emj.sextooficio@gmail.com;RUA MAJOR FACUNDO, 660;CENTRO;2;Sim;6;0;1;0;0;1
124;220;3;214;;.200.404/0000-00;1;;346;15.75-0;;CARTÓRIO REG. IMÓVEIS 6ª ZONA;FORTALEZA - CARTÓRIO 6º OFÍCIO DE REGISTRO DE IMÓVEIS DE FORTALEZA;FORTALEZA - CARTÓRIO 6º OFÍCIO DE REGISTRO DE IMÓVEIS DE FORTALEZA;25;25;;2304400;(85) 3244-2604;;0;francisco.de.passos@terra.com.brsextooficiodeimoveisadm@gmail.com;AV. DESEMBARGADOR MOREIRA 1300 - SALA 1002 SC - 10º ANDAR;ALDEOTA;2;Sim;7;0;1;0;0;1
124;220;3;215;;6.573.420/0000-00;1;;307;19.46-3;;CARTÓRIO 7º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 7º OFÍCIO DE NOTAS - JOÃO MACHADO;FORTALEZA - CARTÓRIO 7º OFÍCIO DE NOTAS - JOÃO MACHADO;126;126;;2304400;(85) 4042-0001;;0;cartorio@cartoriojoaomachado.com.br;RUA LEONARDO MOTA 2117;ALDEOTA;2;Sim;6;0;1;0;0;1
124;220;3;216;;12.361.600/0000-00;1;;308;20.67-7;;CARTÓRIO 8º OFÍCIO DE NOTAS E PROTESTO DE TÍTULOS;FORTALEZA - CARTÓRIO 8º TABELIONATO AGUIAR;FORTALEZA - CARTÓRIO 8º TABELIONATO AGUIAR;126;126;;2304400;(85) 3466-7777;;0;administrativo@cartorioaguiar.com.br;AV. DESEMBARGADOR MOREIRA, 1000. A;ALDEOTA;2;Sim;6;0;1;0;0;1
124;220;3;717;;.204.751/0000-00;1;;309;157.76-8;;CARTÓRIO 9º OFÍCIO DE NOTAS;FORTALEZA - CARTÓRIO 9º OFÍCIO DE NOTAS - PÉRICLES JÚNIOR;FORTALEZA - CARTÓRIO 9º OFÍCIO DE NOTAS - PÉRICLES JÚNIOR;126;126;;2304400;(85) 3494-9898;;0;cartoriopericlesjunior@gmail.com;RUA ANDRÉ CHAVES, 304;MONTESE;2;Sim;11;0;1;0;0;1
20;58;1;218;;1.862.830/0000-00;1;;104002;19.57-0;;CARTÓRIO 1º OFÍCIO REGISTRO CIVIL;CARTÓRIO MACIEL REGISTRO CIVIL E NOTAS;CARTÓRIO MACIEL REGISTRO CIVIL E NOTAS;27;27;;2304459;(88) 3413-1187;;0;cartoriomaciel@hotmail.com;RUA JOAQUIM PERGENTINO, 299;CENTRO;2;Sim;3;0;1;0;1;1
20;58;7;219;;1.953.140/0000-00;1;;104003;17.78-0;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO VALDECI APOLINÁRIO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO VALDECI APOLINÁRIO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2304459;(88) 3413-1144;;0;valdeciapolinario@hotmail.com;RUA JOAQUIM CRISOSTOMO, 1240. CASA;CENTRO;2;Sim;6;0;1;0;0;1
20;119;1;718;;36.669.600/0000-00;1;;126002;20.56-0;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS;CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS;21;21;;2304509;(88) 9 9420-3000;;0;carolinafarias.ac@gmail.com;RUA CAPITAO JOAQUIM FRANCISCO, 874;CENTRO;2;Sim;8;0;1;0;1;1
20;48;1;719;;23.590.300/0000-00;1;;161002;17.49-1;;CARTORIO 1º OFÍCIO DE REG. CIVIL;JOSÉ FIRMO DE AGUIAR;JOSÉ FIRMO DE AGUIAR;27;27;;2304608;(85) 3357-1036;;0;cartoriogs@yahoo.com.br;RUA EXPEDITO MOREIRA CAVALCANTE, 199;CENTRO;2;Sim;11;0;1;0;1;1
20;119;1;222;;23.467.900/0000-00;1;;105002;20.06-5;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS;CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS;126;126;;2304657;(88) 3656-1029;;0;cartorio_ribeiro@hotmail.com;RUA EUCLIDES AUGUSTO RIBEIRO, S/N;CENTRO;2;Sim;0;0;1;0;1;1
31;24;1;223;;.662.236/0000-00;1;;10022;18.32-5;;CARTORIO REG. CIVIL DIST. ADRIANÓPOLES;CARTÓRIO DO REGISTRO CIVIL DE ADRIANÓPOLIS;CARTÓRIO DO REGISTRO CIVIL DE ADRIANÓPOLIS;29;29;;2304707;(88) 8821-1023;;0;franciscarsaldanha@hotmail.com;RUA SÃO SEBASTIÃO, S/N;ZONA RURAL;2;Sim;7;0;1;0;1;1
31;24;1;720;;.699.558/0000-00;1;;10015;18.42-4;;CARTORIO REG. CIVIL DIST. DE IBUGUAÇU;CARTÓRIO DO REGISTRO CIVIL DE IBUGUAÇU;CARTÓRIO DO REGISTRO CIVIL DE IBUGUAÇU;29;29;;2304707;(88) 3624-5042;(88) 9927-6181;0;cartoriocarvalho@gmail.com;RUA OSCAR FONTENELE VERAS, S/N;CENTRO;2;Sim;11;0;1;0;1;1
31;24;1;225;;23.706.600/0000-00;1;;10013;17.09-5;;CARTORIO REG. CIVIL DIST. PARAZINHO;CARTÓRIO DO REGISTRO CIVIL DE PARAZINHO;CARTÓRIO DO REGISTRO CIVIL DE PARAZINHO;29;29;;2304707;(88) 9699-2999;;0;mgoretisfontenele@yahoo.com.brcartoriocarvalho@gmail.com;RUA JOSÉ MARTINS, 306;CENTRO;2;Sim;7;0;1;0;1;1
31;24;1;721;;5.213.310/0000-00;1;;10014;17.11-1;;CARTORIO REG. CIVIL DIST. PESSOA ANTA;CARTÓRIO DO REGISTRO CIVIL DE PESSOA ANTA;CARTÓRIO DO REGISTRO CIVIL DE PESSOA ANTA;29;29;;2304707;(88) 3624-1517;(88) 9 9933-4477;0;lillianaca.adv@gmail.com;AVENIDA GRANJA / VIÇOSA;VILA SANTA TERESINHA;2;Sim;11;0;1;0;1;1
31;24;1;227;;.699.248/0000-00;1;;10021;18.68-9;;CARTORIO REG. CIVIL DIST. TIMÔNHA;CARTÓRIO DO REGISTRO CIVIL DISTRITO DE TIMÔNHA;CARTÓRIO DO REGISTRO CIVIL DISTRITO DE TIMÔNHA;29;29;;2304707;(88) 3624-7046;;0;cartoriotimonha@yahoo.com.br;RUA 13 DE MAIO, 733;CENTRO;2;Sim;7;0;1;0;1;1
31;24;1;228;;6.580.590/0000-00;1;;10011;20.21-4;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO LEDA ANGELIM - 1º OFÍCIO;CARTÓRIO LEDA ANGELIM - 1º OFÍCIO;27;27;;2304707;(88) 3624-1180;;0;jander_neto@hotmail.com;RUA PESSOA ANTA, 415;CENTRO;2;Sim;0;0;1;0;1;1
31;24;1;229;;41.532.700/0000-00;1;;10016;18.62-2;;CARTORIO REG. CIVIL DIST SAMBAÍBA;CARTÓRIO SILVA ARAGÃO;CARTÓRIO REGISTRO CIVIL SAMBAÍBA;29;29;S/N;2304707;(88) 9 8152-9482;;0;cartoriocsasambaiba@gmail.com;RUA FRANCISCO DAS CHAGAS;SAMBAÍBA;2;Sim;8;0;1;0;1;1
31;24;6;230;9;41.295.200/0000-00;1;;10012;16.01-4;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO REGISTRO DE IMÓVEIS - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO REGISTRO DE IMÓVEIS - 2º OFÍCIO REG. IMÓVEIS;25;25;;2304707;(88) 3624-1411;;0;francisca.arruda@bol.com.br;RUA PROFESSOR GARCEZ, n 90. TÉRREO;CENTRO;2;Sim;7;0;1;0;0;1
20;19;1;722;;12.467.200/0000-00;1;;146002;16.55-0;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTORIO OFÍCIO DE NOTAS E REGISTROS;21;21;;2304806;(88) 9 9413-1550;(88) 9 9662-0592;0;bairoleitedefreitas@yahoo.com.br;RUA HENRIQUE DE MACEDO 237;CENTRO;2;Sim;11;0;1;0;1;1
20;43;1;232;;23.706.600/0000-00;1;;68011;16.66-7;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS;CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS;21;21;;2304905;(88) 8847-8769;;0;fcoverlene@gmail.com;RUA PRINCESA ISABEL 670;CENTRO;2;Sim;7;0;1;0;1;1
20;53;1;233;;35.002.700/0000-00;1;;166002;16.47-7;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO CARLOS PEREIRA - GUAIUBA;CARTÓRIO CARLOS PEREIRA - GUAIUBA;21;21;;2304954;(85) 3376-1206;;0;cartoriocpereira@gmail.com;RUA PEDRO AUGUSTO, 237;CENTRO;2;Sim;7;0;1;0;1;1
20;53;1;723;;15.396.900/0000-00;1;;166004;137.71-1;;CARTORIO REG. CIVIL DIST ÁGUA VERDE;CARTÓRIO DE ÁGUA VERDE;CARTÓRIO DE ÁGUA VERDE;29;29;;2304954;(85) 9 9993-1809;;0;cartorioaguaverde@hotmail.com;RUA CAPITÃO JOSÉ TEIXEIRA, 95;CENTRO;2;Sim;11;0;1;0;1;1
20;119;1;236;;5.194.880/0000-00;1;;69014;17.07-9;;CARTORIO REG. CIVIL DIST. ESPINHOS;CARTÓRIO DE REGISTRO CIVIL DE ESPINHOS;CARTÓRIO DE REGISTRO CIVIL DE ESPINHOS;29;29;;2305001;(88) 3652-3085;(88) 3652-3047;0;rizeldamartins@hotmail.com;DISTRITO ESPINHOS, S/N;DISTRITO;2;Sim;7;0;1;0;1;1
20;119;1;237;;5.316.430/0000-00;1;;69016;18.73-9;;CARTORIO REG. CIVIL DIST. SUSSUANHA;CARTORIO DO REGISTRO CIVIL DIST. SUSSUANHA;CARTORIO DO REGISTRO CIVIL DIST. SUSSUANHA;29;29;;2305001;(88) 9218-0412;;0;eran.camelo@gmail.com;DISTRITO SUSSUANHA, S/N;DISTRITO;2;Sim;7;0;1;0;1;1
20;119;1;724;;5.614.900/0000-00;1;;69011;19.32-3;;CARTÓRIO 1º OFÍCIO DE GUARACIABA DO NORTE;CARTÓRIO FERNANDES;CARTÓRIO FERNANDES;;;;2305001;(88) 3652-1072;(88) 9961-0232;0;cartoriofernandesgba@bol.com.br;RUA GERONIMO MEMORIA, 178;CENTRO;2;Sim;11;0;1;0;1;1
20;119;7;725;;5.614.900/0000-00;1;;69012;20.43-8;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;GUARACIABA DO NORTE - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;GUARACIABA DO NORTE - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;25;25;;2305001;(88) 3652-1379;;0;cartoriodjandira@gmail.com;AV. MONSENHOR FURTADO, 607;CENTRO;2;Sim;11;0;1;0;0;1
20;23;1;240;;3.082.020/0000-00;1;;178004;137.21-6;;CARTÓRIO DE NOTAS E REGISTROS DE GUARAMIRANGA;CARTÓRIO ALMEIDA;CARTÓRIO ALMEIDA;21;21;;2305100;(85) 3321-1340;;0;cartorioalmeida2010@yahoo.com.br;RUA JOAQUIM ALVES NOGUEIRA, 607-A. 3;CENTRO;2;Sim;0;0;1;0;1;1
20;23;1;726;;3.082.020/0000-00;1;;178004;137.21-6;;CARTÓRIO REG. CIVIL DIST. PERNAMBUQUINHO;CARTÓRIO REG. CIVIL DIST. PERNAMBUQUINHO;CARTÓRIO REG. CIVIL DIST. PERNAMBUQUINHO;29;29;;2305100;(85) 3321-1340;;0;cartorioalmeida2010@yahoo.com.br;RUA JOAQUIM ALVES NOGUEIRA, 607-A. SALA 03;CENTRO;2;Sim;0;0;0;0;1;1
20;43;1;243;;6.578.030/0000-00;1;;106002;19.70-3;;CARTÓRIO 1 E 2 OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO MOURÃO ROCHA;CARTÓRIO MOURÃO ROCHA;21;21;;2305209;(88) 3638-1960;(88) 9 9966-7303;0;fernandorocha1952@gmail.com;RUA 27 DE DEZEMBRO, 292;CENTRO;2;Sim;6;0;1;0;1;1
20;43;1;244;;1.967.440/0000-00;1;;106004;20.08-1;;CARTORIO REG. CIVIL DIST. DE BETÂNIA;ROSA MAGALHÃES;ROSA MAGALHÃES;29;29;;2305209;(88) 3638-2049;;0;juracirosa@yahoo.com.br;DISTRITO DE BETÂNIA, 14;CENTRO;2;Sim;0;0;1;0;1;1
20;53;1;662;;23.554.100/0000-00;1;;107002;19.62-0;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO MAIA 1º OFÍCIO DA CIDADE DE HORIZONTE;CARTÓRIO MAIA 1º OFÍCIO DA CIDADE DE HORIZONTE;27;27;;2305233;(85) 3336-1239;;0;jacksfilho@gmail.com;AV. PRESIDENTE CASTELO BRANCO, 3940;CENTRO;2;Sim;6;0;1;0;1;1
20;53;7;246;10;2.601.430/0000-00;1;;107005;15.61-0;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO PIO RAMOS - 2º OFÍCIO DE REG. IMÓVEIS;CARTÓRIO PIO RAMOS - 2º OFÍCIO DE REG. IMÓVEIS;25;25;;2305233;(85) 9 9146-7939;;0;financeiro@cartorio.com.br;RUA MARIA CONRADO DE LIMA, 135;CENTRO;2;Sim;6;0;1;0;0;1
31;75;1;247;;23.444.800/0000-00;1;;170002;16.34-5;;CARTÓRIO 1º OFÍCIO DE REG. CIVIL;CARTÓRIO BRASILINO;CARTÓRIO BRASILINO;27;27;;2305266;(88) 3439-1070;;0;ivan-brasilino@hotmail.com;RUA NELSON SALES, 382;CENTRO;2;Sim;0;0;1;0;1;1
20;75;6;655;;38.540.600/0000-00;1;;170003;17.23-6;;CARTÓRIO DO 2 OFÍCIO DE IBARETAMA;CARTÓRIO DO 2 OFÍCIO DE IBARETAMA;CARTÓRIO DO 2 OFÍCIO DE IBARETAMA;126,25,;126,25,;;2305266;(88) 9 8150-6484;(85) 9 9277-5757;1;2oficioibaretama@gmail.com;AV.JOÃO DE ALMEIDA, 404-B;CENTRO;2;Sim;8;0;1;0;0;1
20;119;7;249;;6.576.170/0000-00;1;;70012;19.22-4;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO ARAGÃO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO ARAGÃO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2305308;(88) 3653-1524;;0;luciaaragao_lxr@hotmail.com;RUA WENCESLAU SOARES, S/N;CENTRO;2;Sim;6;0;1;0;0;1
20;119;1;727;;6.576.280/0000-00;1;;70011;18.12-7;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO OLINDA;CARTÓRIO OLINDA;27;27;;2305308;(88) 3653-1176;;0;cartorioibiapina@hotmail.com;RUA DEPUTADO ALVARO SOARES, 811;CENTRO;2;Sim;11;0;1;0;1;0
20;119;1;728;;15.358.700/0000-00;1;;70014;137.67-9;;CARTÓRIO REG. CIVIL DIST. SANTO ANTÔNIO DA PINDOBA;CARTÓRIO REG. CIVIL DIST. SANTO ANTÔNIO DA PINDOBA;CARTÓRIO REG. CIVIL DIST. SANTO ANTÔNIO DA PINDOBA;29;29;;2305308;(88) 3653-1176;;0;cartorio.rodrigues@live.com;rua deputado alvaro soares, 811;ALTO LINDO;2;Sim;11;0;1;0;1;0
20;44;1;252;;12.461.800/0000-00;1;;138002;17.28-5;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO DIAS RABELO;CARTÓRIO DIAS RABELO;21;21;;2305332;(88) 3425-1031;;0;cartoriodeibicuitinga@hotmail.com;CAPITÃO MANOEL , 2451;CENTRO;2;Sim;7;0;1;0;1;0
20;58;7;729;;36.742.700/0000-00;1;;108004;17.79-8;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS DA COMARCA DE ICAUPÚI;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS DA COMARCA DE ICAUPÚI;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS DA COMARCA DE ICAUPÚI;25;25;143;2305357;(88) 3432-1334;;0;cartorioicapui@gmail.com;AV. NEWTON FERREIRA, N 143;CENTRO;2;Sim;11;0;1;0;0;1
20;58;1;730;;2.834.440/0000-00;1;;108003;15.81-8;;CARTORIO REG. CIVIL DIST. IBICUITABA;CARTORIO REG. CIVIL DIST. IBICUITABA;CARTORIO REG. CIVIL DIST. IBICUITABA;29;29;;2305357;(88) 3432-4218;;0;herminia.barbosa@ig.com.br;CE 261 KM 13, S/N. SERRA OLHO-DAGUA;DISTRITO;2;Sim;11;0;1;0;1;1
20;58;1;254;;23.450.100/0000-00;1;;108002;15.49-5;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO SPÓSITO;CARTÓRIO SPÓSITO;27;27;;2305357;(88) 3432-1362;;0;e1oficiodenotassposito@yahoo.com.br;RUA ROSA REBOUÇAS, 159;CENTRO;2;Sim;7;0;1;0;1;1
